76411	Caelid	Southern Aeonia Swamp Bank
76422	Caelid	Starscourge Radahn
73016	Caelid	War-Dead Catacombs
76406	SwampOfAeonia	Aeonia Swamp Shore
76407	SwampOfAeonia	Astray from Caelid Highway North
76412	SwampOfAeonia	Heart of Aeonia
76413	SwampOfAeonia	Inner Aeonia
76454	GreyollsDragonbarrow	Bestial Sanctum
73440	GreyollsDragonbarrow	Divine Tower of Caelid: Basement
73441	GreyollsDragonbarrow	Divine Tower of Caelid: Center
73110	GreyollsDragonbarrow	Dragonbarrow Cave
76452	GreyollsDragonbarrow	Dragonbarrow Fork
76450	GreyollsDragonbarrow	Dragonbarrow West
76456	GreyollsDragonbarrow	Farum Greatbridge
76453	GreyollsDragonbarrow	Fort Faroth
76451	GreyollsDragonbarrow	Isolated Merchant's Shack (Greyoll's Dragonbarrow)
73460	GreyollsDragonbarrow	Isolated Divine Tower
76455	GreyollsDragonbarrow	Lenne's Rise
73111	GreyollsDragonbarrow	Sellia Hideaway
73451	ForbiddenLands	Divine Tower of the East Altus
73450	ForbiddenLands	Divine Tower of the East Altus: Gate
76500	ForbiddenLands	Forbidden Lands
76502	ForbiddenLands	Grand Lift of Rold
73020	ForbiddenLands	Hidden Path to the Haligtree
76503	MountaintopsOfTheGiants	Ancient Snow Valley Ruins
76522	MountaintopsOfTheGiants	Castle Sol Main Gate
76524	MountaintopsOfTheGiants	Castle Sol Rooftop
76523	MountaintopsOfTheGiants	Church of the Eclipse
76505	MountaintopsOfTheGiants	First Church of Marika
76504	MountaintopsOfTheGiants	Freezing Lake
76521	MountaintopsOfTheGiants	Snow Valley Ruins Overlook
73122	MountaintopsOfTheGiants	Spiritcaller's Cave
76520	MountaintopsOfTheGiants	Whiteridge Road
76501	MountaintopsOfTheGiants	Zamor Ruins
76507	FlamePeak	Church of Repose
76509	FlamePeak	Fire Giant
76508	FlamePeak	Foot of the Forge
76510	FlamePeak	Forge of the Giants
73017	FlamePeak	Giant-Conquering Hero's Grave
76506	FlamePeak	Giant's Gravepost
73018	FlamePeak	Giant's Mountaintop Catacombs
76653	ConsecratedSnowfield	Apostate Derelict
73112	ConsecratedSnowfield	Cave of the Forlorn
76550	ConsecratedSnowfield	Consecrated Snowfield
73019	ConsecratedSnowfield	Consecrated Snowfield Catacombs
76551	ConsecratedSnowfield	Inner Consecrated Snowfield
76652	ConsecratedSnowfield	Ordina, Liturgical Town
73211	ConsecratedSnowfield	Yelough Anix Tunnel
71506	MiquellasHaligtree	Haligtree Canopy
71505	MiquellasHaligtree	Haligtree Promenade
71507	MiquellasHaligtree	Haligtree Town
71508	MiquellasHaligtree	Haligtree Town Plaza
71503	ElphaelBraceOfTheHaligtree	Drainage Channel
71502	ElphaelBraceOfTheHaligtree	Elphael Inner Wall
71504	ElphaelBraceOfTheHaligtree	Haligtree Roots
71500	ElphaelBraceOfTheHaligtree	Malenia, Godess of Rot
71501	ElphaelBraceOfTheHaligtree	Prayer Room
71310	CrumblingFarumAzula	Beside the great Bridge
71303	CrumblingFarumAzula	Crumbling Beast Grave
71304	CrumblingFarumAzula	Crumbling Beast Grave Depths
71301	CrumblingFarumAzula	Dragonlord Placidusax
71306	CrumblingFarumAzula	Dragon Temple
71302	CrumblingFarumAzula	Dragon Temple Altar
71308	CrumblingFarumAzula	Dragon Temple Lift
71309	CrumblingFarumAzula	Dragon Temple Rooftop
71307	CrumblingFarumAzula	Dragon Temple Transept
71300	CrumblingFarumAzula	Maliketh, the Black Blade
71305	CrumblingFarumAzula	Tempest-Facing Balcony
71213	AinselRiver	Ainsel River Downstream
71212	AinselRiver	Ainsel River Sluice Gate
71211	AinselRiver	Ainsel River Well Depths
71240	AinselRiver	Astel, Naturalborn of the Void
71210	AinselRiver	Dragonkin Soldier of Nokstella
71214	AinselRiverMain	Ainsel River Main
71215	AinselRiverMain	Nokstella, Eternal City
71219	AinselRiverMain	Nokstella Waterfall Basin
71218	LakeOfRot	Grand Cloister
71216	LakeOfRot	Lake of Rot Shoreside
71224	NokronEternalCity	Ancestral Woods
71225	NokronEternalCity	Aqueduct-Facing Cliffs
71220	NokronEternalCity	Great Waterfall Basin
71221	NokronEternalCity	Mimic Tear
71226	NokronEternalCity	Night's Sacred Ground
71271	NokronEternalCity	Nokron, Eternal City
71227	SiofraRiver	Below the Well
71222	SiofraRiver	Siofra River Bank
71270	SiofraRiver	Siofra River Well Depths
71223	SiofraRiver	Worshippers' Woods
71250	MohgwynPalace	Cocoon of the Empyrean
71252	MohgwynPalace	Dynasty Mausoleum Entrance
71253	MohgwynPalace	Dynasty Mausoleum Midpoint
71251	MohgwynPalace	Palace Approach Ledge-Road
71235	DeeprootDepths	Across the Roots
71233	DeeprootDepths	Deeproot Depths
71232	DeeprootDepths	Great Waterfall Crest
71230	DeeprootDepths	Prince of Death's Throne
71231	DeeprootDepths	Root-Facing Cliffs
71234	DeeprootDepths	The Nameless Eternal City
